latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
48.276,14.345,316.3,1.3,1.1,2018-10-19,0055,A,93,6.0NRT,282.2,26.2,N
57.037,1.961,311.1,1.1,1,2018-10-19,0230,A,73,6.0NRT,279.3,16.4,N
53.629,32.817,306.4,1.3,1.1,2018-10-19,0840,T,63,6.0NRT,284.9,12.9,D
52.959,33.778,303.7,1.2,1.1,2018-10-19,0840,T,28,6.0NRT,287.9,6.5,D
52.951,33.758,305.5,1.2,1.1,2018-10-19,0840,T,48,6.0NRT,288.3,7.7,D
52.948,33.768,300.7,1.2,1.1,2018-10-19,0840,T,41,6.0NRT,288.5,5.2,D
52.463,31.281,300.8,1.4,1.2,2018-10-19,0840,T,42,6.0NRT,289,7.2,D
51.989,34.316,330.5,1.1,1,2018-10-19,0840,T,87,6.0NRT,292,33,D
51.98,34.314,307,1.1,1,2018-10-19,0840,T,57,6.0NRT,290.7,7.1,D
52.166,31.53,300.2,1.4,1.2,2018-10-19,0840,T,33,6.0NRT,289.3,5.8,D
51.662,34.89,300.2,1.1,1,2018-10-19,0840,T,32,6.0NRT,288.8,4.6,D
51.419,33.517,313.1,1.2,1.1,2018-10-19,0840,T,73,6.0NRT,290.5,13.4,D
51.417,33.51,306.9,1.2,1.1,2018-10-19,0840,T,64,6.0NRT,290.8,8.8,D
51.415,33.527,302.2,1.2,1.1,2018-10-19,0840,T,51,6.0NRT,290.2,5.3,D
51.129,34.059,306.3,1.1,1,2018-10-19,0840,T,63,6.0NRT,293.9,5.4,D
51.044,34.235,306,1.1,1,2018-10-19,0840,T,63,6.0NRT,294.4,6.3,D
51.129,33.443,305.6,1.1,1.1,2018-10-19,0840,T,56,6.0NRT,294.4,5,D
51.128,33.459,304.1,1.1,1.1,2018-10-19,0840,T,35,6.0NRT,292.5,4.1,D
50.962,34.666,315,1.1,1,2018-10-19,0840,T,75,6.0NRT,292.6,13,D
50.96,34.681,306.4,1.1,1,2018-10-19,0840,T,63,6.0NRT,293,6.1,D
51.076,32.839,315.3,1.2,1.1,2018-10-19,0840,T,76,6.0NRT,292,15.3,D
51.066,32.836,328,1.2,1.1,2018-10-19,0840,T,85,6.0NRT,292.9,31.7,D
50.69,34.12,308.8,1.1,1,2018-10-19,0840,T,68,6.0NRT,293.4,8.6,D
50.52,33.931,314.7,1.1,1,2018-10-19,0840,T,75,6.0NRT,294,13.5,D
50.507,33.639,328.9,1.1,1.1,2018-10-19,0840,T,86,6.0NRT,293.5,30.6,D
50.302,34.352,306.7,1.1,1,2018-10-19,0840,T,63,6.0NRT,294.6,5.1,D
50.316,33.859,304.7,1.1,1,2018-10-19,0840,T,59,6.0NRT,294.1,4.5,D
50.486,32.179,301,1.2,1.1,2018-10-19,0840,T,35,6.0NRT,285.9,5.3,D
50.484,32.196,308.8,1.2,1.1,2018-10-19,0840,T,64,6.0NRT,284.7,12,D
50.011,34.81,309.2,1,1,2018-10-19,0840,T,67,6.0NRT,294.1,6.5,D
49.98,33.516,306.3,1.1,1.1,2018-10-19,0840,T,61,6.0NRT,294.5,5.4,D
49.932,33.676,308,1.1,1,2018-10-19,0840,T,57,6.0NRT,295.4,6.3,D
49.927,33.668,310.1,1.1,1,2018-10-19,0840,T,69,6.0NRT,296.1,8.5,D
50.038,32.471,306.2,1.2,1.1,2018-10-19,0840,T,62,6.0NRT,287.9,6.8,D
49.612,34.97,305.6,1,1,2018-10-19,0840,T,56,6.0NRT,295.1,3.8,D
49.69,34.223,304.8,1.1,1,2018-10-19,0840,T,50,6.0NRT,293.1,4.7,D
49.49,34.847,306.6,1,1,2018-10-19,0840,T,57,6.0NRT,294.6,5,D
49.376,34.24,306,1.1,1,2018-10-19,0840,T,55,6.0NRT,295.2,3.9,D
49.392,33.656,313.5,1.1,1,2018-10-19,0840,T,72,6.0NRT,295,10.1,D
49.383,33.601,310.1,1.1,1,2018-10-19,0840,T,67,6.0NRT,294.9,8.1,D
49.165,34.445,321.2,1,1,2018-10-19,0840,T,79,6.0NRT,295.8,17.6,D
49.227,33.81,316.3,1.1,1,2018-10-19,0840,T,75,6.0NRT,295.1,13.2,D
49.143,33.975,306.6,1.1,1,2018-10-19,0840,T,59,6.0NRT,295.8,4.5,D
49.099,34.022,305.8,1.1,1,2018-10-19,0840,T,56,6.0NRT,294.3,3.9,D
49.07,34.102,306.5,1.1,1,2018-10-19,0840,T,58,6.0NRT,294.7,4.9,D
49.079,33.882,304.5,1.1,1,2018-10-19,0840,T,49,6.0NRT,293.5,3.6,D
48.922,34.253,308.9,1,1,2018-10-19,0840,T,65,6.0NRT,294.9,6.3,D
48.52,34.634,315.8,1,1,2018-10-19,0840,T,56,6.0NRT,292.6,13.6,D
48.604,31.637,316,1.2,1.1,2018-10-19,0840,T,76,6.0NRT,286.3,17.2,D
48.604,31.63,311.9,1.2,1.1,2018-10-19,0840,T,72,6.0NRT,285.9,12.3,D
48.609,31.104,308.8,1.3,1.1,2018-10-19,0840,T,68,6.0NRT,288,9.8,D
48.599,31.101,307.6,1.3,1.1,2018-10-19,0840,T,66,6.0NRT,287.6,8.5,D
48.429,31.753,309.2,1.2,1.1,2018-10-19,0840,T,68,6.0NRT,293.6,6.8,D
48.427,31.769,320.5,1.2,1.1,2018-10-19,0840,T,80,6.0NRT,293.3,19.1,D
47.993,34.776,314.3,1,1,2018-10-19,0840,T,72,6.0NRT,296.4,9.8,D
47.991,34.789,321.7,1,1,2018-10-19,0840,T,79,6.0NRT,297.9,16.5,D
48.171,31.689,306.8,1.2,1.1,2018-10-19,0840,T,64,6.0NRT,289.5,8.4,D
46.818,33.283,308.3,1.1,1,2018-10-19,0840,T,56,6.0NRT,296,4.7,D
44.248,24.107,308.9,2.7,1.6,2018-10-19,0840,T,67,6.0NRT,288.3,28,D
44.244,24.1,307,2.7,1.6,2018-10-19,0840,T,63,6.0NRT,288.5,21.7,D
40.841,26.597,308.2,1.8,1.3,2018-10-19,0845,T,56,6.0NRT,292.6,9.2,D
40.738,26.32,305.5,1.8,1.3,2018-10-19,0845,T,29,6.0NRT,290.7,9.9,D
40.744,26.314,305.7,1.8,1.3,2018-10-19,0845,T,50,6.0NRT,290.9,11.1,D
38.984,31.598,320.1,1,1,2018-10-19,0845,T,76,6.0NRT,297.1,12.1,D
39.664,22.696,305.9,2.9,1.6,2018-10-19,0845,T,44,6.0NRT,291.5,20.5,D
38.237,33.243,312.7,1,1,2018-10-19,0845,T,61,6.0NRT,298.4,5.4,D
38.235,33.255,322.2,1,1,2018-10-19,0845,T,77,6.0NRT,298.6,14.2,D
38.207,33.318,312.5,1,1,2018-10-19,0845,T,62,6.0NRT,297.7,6.1,D
38.205,33.33,314.9,1,1,2018-10-19,0845,T,67,6.0NRT,297.2,8.1,D
37.708,33.253,313,1,1,2018-10-19,0845,T,52,6.0NRT,298.9,5.5,D
37.69,33.249,312.5,1,1,2018-10-19,0845,T,62,6.0NRT,297.2,5.2,D
37.621,33.156,316,1,1,2018-10-19,0845,T,71,6.0NRT,298.3,7.8,D
37.596,33.256,311.2,1,1,2018-10-19,0845,T,56,6.0NRT,297.2,4,D
36.75,34.976,317,1.2,1.1,2018-10-19,0845,T,64,6.0NRT,301.3,10,D
51.489,26.995,313.5,3.3,1.7,2018-10-19,1020,T,74,6.0NRT,288.9,64.8,D
51.492,26.992,312,3.3,1.7,2018-10-19,1020,T,72,6.0NRT,289.1,61.2,D
52.16,10.413,309,1.1,1,2018-10-19,1020,T,40,6.0NRT,290.2,8.2,D
52.153,10.394,307.8,1.1,1,2018-10-19,1020,T,57,6.0NRT,289.2,7.8,D
52.151,10.41,312.1,1.1,1,2018-10-19,1020,T,72,6.0NRT,289.4,11,D
51.491,6.741,300.8,1.4,1.2,2018-10-19,1020,T,18,6.0NRT,283.3,6.9,D
51.483,6.719,300.9,1.4,1.2,2018-10-19,1020,T,0,6.0NRT,283,6.6,D
51.174,3.825,305.5,1.8,1.3,2018-10-19,1020,T,46,6.0NRT,288.2,15,D
51.162,3.823,304.8,1.8,1.3,2018-10-19,1020,T,45,6.0NRT,288.4,14.2,D
49.532,8.414,302.7,1.1,1.1,2018-10-19,1020,T,0,6.0NRT,290,4.5,D
48.984,12.186,303.5,1,1,2018-10-19,1020,T,56,6.0NRT,290.8,3.9,D
48.754,12.876,301.1,1,1,2018-10-19,1020,T,0,6.0NRT,287.9,3.8,D
49.359,6.755,301.3,1.3,1.1,2018-10-19,1020,T,16,6.0NRT,283.8,6.6,D
49.351,6.735,308,1.3,1.1,2018-10-19,1020,T,66,6.0NRT,286.5,12.7,D
48.274,14.336,318,1.1,1.1,2018-10-19,1020,T,68,6.0NRT,293.7,18,D
48.271,14.351,302.3,1.1,1.1,2018-10-19,1020,T,0,6.0NRT,290.3,4.6,D
49.248,6.849,300.7,1.3,1.1,2018-10-19,1020,T,40,6.0NRT,285.8,6.7,D
47.371,17.032,307.4,1.5,1.2,2018-10-19,1020,T,65,6.0NRT,289.6,11.7,D
47.367,17.051,305.3,1.5,1.2,2018-10-19,1020,T,61,6.0NRT,290.1,9.5,D
47.364,17.044,310.3,1.5,1.2,2018-10-19,1020,T,70,6.0NRT,290.2,14.2,D
45.144,19.18,310.3,2.2,1.4,2018-10-19,1020,T,70,6.0NRT,293.6,19.1,D
43.684,24.563,311.1,4.6,2,2018-10-19,1020,T,57,6.0NRT,286.3,73.2,D
43.685,24.557,310.2,4.6,2,2018-10-19,1020,T,51,6.0NRT,286.2,67.1,D
44.536,20.223,304.1,2.6,1.5,2018-10-19,1020,T,55,6.0NRT,290.3,14,D
45.864,12.07,304.8,1,1,2018-10-19,1020,T,60,6.0NRT,294,4.3,D
45.567,12.119,307.2,1,1,2018-10-19,1020,T,65,6.0NRT,294.2,5,D
45.531,12.115,305.7,1,1,2018-10-19,1020,T,62,6.0NRT,293.6,4.4,D
45.531,10.822,305.4,1,1,2018-10-19,1020,T,54,6.0NRT,292.9,4.3,D
45.423,11.16,308.8,1,1,2018-10-19,1020,T,64,6.0NRT,293.3,6.5,D
45.458,10.452,314.9,1,1,2018-10-19,1020,T,72,6.0NRT,296.5,8.9,D
45.456,10.464,310.7,1,1,2018-10-19,1020,T,65,6.0NRT,296.2,5.8,D
45.26,11.017,306.4,1,1,2018-10-19,1020,T,49,6.0NRT,294.3,3.8,D
45.24,11.085,306.7,1,1,2018-10-19,1020,T,50,6.0NRT,295.4,3.9,D
45.186,11.015,316.5,1,1,2018-10-19,1020,T,73,6.0NRT,294.5,10.9,D
45.177,11.013,310.9,1,1,2018-10-19,1020,T,57,6.0NRT,294.1,6.1,D
45.421,8.485,310,1,1,2018-10-19,1020,T,69,6.0NRT,293.4,7.2,D
44.955,11.652,309.5,1,1,2018-10-19,1020,T,49,6.0NRT,296.2,5.3,D
44.952,11.665,317.8,1,1,2018-10-19,1020,T,65,6.0NRT,296.3,12.3,D
45.144,9.942,308.7,1,1,2018-10-19,1020,T,57,6.0NRT,295.5,5.3,D
44.53,10.871,302.9,1,1,2018-10-19,1020,T,54,6.0NRT,291.6,3.3,D
43.449,4.895,306.5,1.3,1.1,2018-10-19,1020,T,55,6.0NRT,291,8.5,D
36.793,7.698,312.5,1,1,2018-10-19,1025,T,71,6.0NRT,294.5,7.1,D
36.791,7.71,311.6,1,1,2018-10-19,1025,T,70,6.0NRT,294.1,6,D
37.635,33.171,330.8,2.3,1.5,2018-10-19,1020,A,86,6.0NRT,297.9,76.9,D
37.629,33.146,317.3,2.3,1.5,2018-10-19,1020,A,74,6.0NRT,298.1,27.6,D
37.632,33.167,333.1,2.3,1.5,2018-10-19,1020,A,87,6.0NRT,298.2,88.3,D
46.394,34.209,313.8,1.3,1.1,2018-10-19,1025,A,70,6.0NRT,296.7,10.6,D
46.391,34.193,309.3,1.3,1.1,2018-10-19,1025,A,40,6.0NRT,297,6.1,D
46.394,34.202,317.4,1.3,1.1,2018-10-19,1025,A,74,6.0NRT,297.1,14.4,D
46.626,34.847,313,1.2,1.1,2018-10-19,1025,A,67,6.0NRT,299.1,8.1,D
46.623,34.832,324.3,1.2,1.1,2018-10-19,1025,A,80,6.0NRT,298.9,21.5,D
46.813,33.272,317.1,1.3,1.2,2018-10-19,1025,A,72,6.0NRT,295.6,18.2,D
48.089,34.883,308.6,1.1,1.1,2018-10-19,1025,A,57,6.0NRT,297.4,5.5,D
47.027,29.49,311.9,2,1.4,2018-10-19,1025,A,72,6.0NRT,294.6,19.9,D
48.526,33.02,310.5,1.3,1.1,2018-10-19,1025,A,70,6.0NRT,295.7,8.5,D
48.398,31.616,303.2,1.5,1.2,2018-10-19,1025,A,33,6.0NRT,287.7,5.1,D
48.441,31.72,313.5,1.5,1.2,2018-10-19,1025,A,59,6.0NRT,279.3,17.9,D
48.257,30.762,300.7,1.6,1.3,2018-10-19,1025,A,40,6.0NRT,284.1,8.9,D
48.904,34.064,309.5,1.2,1.1,2018-10-19,1025,A,67,6.0NRT,283.5,11.9,D
48.906,34.058,302.1,1.2,1.1,2018-10-19,1025,A,29,6.0NRT,283.4,7.3,D
48.255,30.758,302,1.6,1.3,2018-10-19,1025,A,50,6.0NRT,284.2,9.6,D
48.283,30.722,306.5,1.6,1.3,2018-10-19,1025,A,64,6.0NRT,287.6,14.8,D
49.054,34.448,304.3,1.1,1.1,2018-10-19,1025,A,52,6.0NRT,288.6,6,D
49.014,34.022,306.4,1.2,1.1,2018-10-19,1025,A,61,6.0NRT,286.3,7.9,D
48.883,33.302,303.5,1.2,1.1,2018-10-19,1025,A,42,6.0NRT,289.6,5.2,D
48.88,33.286,302.9,1.2,1.1,2018-10-19,1025,A,30,6.0NRT,289.4,5.2,D
48.713,32.414,309.7,1.3,1.1,2018-10-19,1025,A,67,6.0NRT,295.9,9.1,D
49.13,34.457,332.3,1.1,1.1,2018-10-19,1025,A,87,6.0NRT,293.8,34.8,D
49.128,34.442,321.4,1.1,1.1,2018-10-19,1025,A,80,6.0NRT,292.7,19.8,D
49.069,34.049,311.3,1.1,1.1,2018-10-19,1025,A,70,6.0NRT,288.7,11.8,D
48.599,31.098,319.2,1.5,1.2,2018-10-19,1025,A,79,6.0NRT,294.3,25.8,D
48.595,31.078,331.1,1.5,1.2,2018-10-19,1025,A,87,6.0NRT,294.3,51.1,D
49.209,34.059,301.9,1.1,1.1,2018-10-19,1025,A,41,6.0NRT,290.2,3.9,D
48.689,31.35,308.3,1.5,1.2,2018-10-19,1025,A,67,6.0NRT,290.8,11.5,D
48.685,31.331,322.3,1.5,1.2,2018-10-19,1025,A,82,6.0NRT,290.9,32.5,D
49.288,34.397,301.2,1.1,1.1,2018-10-19,1025,A,24,6.0NRT,278.4,5.8,D
49.297,34.393,326.9,1.1,1.1,2018-10-19,1025,A,84,6.0NRT,279.9,30.8,D
48.21,28.92,302.8,2,1.4,2018-10-19,1025,A,54,6.0NRT,289.5,11.9,D
49.324,34.184,314.7,1.1,1.1,2018-10-19,1025,A,74,6.0NRT,291.5,13.2,D
49.014,32.394,312,1.3,1.1,2018-10-19,1025,A,72,6.0NRT,294.2,13.3,D
49.365,34.248,322.6,1.1,1.1,2018-10-19,1025,A,81,6.0NRT,296.2,20.9,D
49.352,34.173,336.5,1.1,1.1,2018-10-19,1025,A,90,6.0NRT,297.4,40.5,D
49.301,33.884,305.4,1.2,1.1,2018-10-19,1025,A,58,6.0NRT,292.3,6.3,D
49.374,34.244,308.6,1.1,1.1,2018-10-19,1025,A,30,6.0NRT,295.4,6.1,D
49.364,34.184,317.6,1.1,1.1,2018-10-19,1025,A,77,6.0NRT,295.4,14.4,D
49.361,34.169,364.9,1.1,1.1,2018-10-19,1025,A,100,6.0NRT,299.9,115.1,D
49.377,33.944,308.1,1.1,1.1,2018-10-19,1025,A,64,6.0NRT,295.4,7,D
49.395,33.937,339,1.1,1.1,2018-10-19,1025,A,91,6.0NRT,297.4,47.7,D
49.392,33.921,331.5,1.1,1.1,2018-10-19,1025,A,87,6.0NRT,296,35,D
48.573,29.797,311.2,1.8,1.3,2018-10-19,1025,A,71,6.0NRT,290.8,18.9,D
49.434,34.1,311.1,1.1,1.1,2018-10-19,1025,A,69,6.0NRT,297.4,9,D
49.431,34.085,308,1.1,1.1,2018-10-19,1025,A,64,6.0NRT,296.6,6.1,D
49.588,34.888,305.1,1.1,1,2018-10-19,1025,A,53,6.0NRT,294.6,3.6,D
49.392,33.639,308.4,1.2,1.1,2018-10-19,1025,A,65,6.0NRT,297.1,6,D
49.39,33.624,306.8,1.2,1.1,2018-10-19,1025,A,54,6.0NRT,296.5,4.8,D
49.394,33.634,307.5,1.2,1.1,2018-10-19,1025,A,44,6.0NRT,296.8,6.3,D
49.415,33.692,308.2,1.2,1.1,2018-10-19,1025,A,56,6.0NRT,297.3,7,D
49.416,33.421,323.9,1.2,1.1,2018-10-19,1025,A,82,6.0NRT,296.1,24.8,D
48.873,30.414,306.3,1.6,1.3,2018-10-19,1025,A,63,6.0NRT,289.2,13.3,D
49.675,34.18,306.6,1.1,1.1,2018-10-19,1025,A,49,6.0NRT,293.6,5.1,D
50.014,34.809,317.3,1.1,1,2018-10-19,1025,A,76,6.0NRT,296.3,13.1,D
49.481,31.654,313.9,1.4,1.2,2018-10-19,1025,A,31,6.0NRT,281.8,18.8,D
49.491,31.65,316.4,1.4,1.2,2018-10-19,1025,A,69,6.0NRT,281.3,22.7,D
49.488,31.631,314.1,1.4,1.2,2018-10-19,1025,A,59,6.0NRT,281,19.5,D
49.487,31.645,326.5,1.4,1.2,2018-10-19,1025,A,69,6.0NRT,282.7,37.6,D
48.628,27.607,315.3,2.3,1.5,2018-10-19,1025,A,76,6.0NRT,291.2,41.2,D
49.932,33.672,310.7,1.1,1.1,2018-10-19,1025,A,69,6.0NRT,297.6,8.8,D
49.93,33.656,310.8,1.1,1.1,2018-10-19,1025,A,69,6.0NRT,295.7,8.7,D
49.735,32.26,309.8,1.3,1.1,2018-10-19,1025,A,69,6.0NRT,293.7,11.2,D
49.731,32.243,323.7,1.3,1.1,2018-10-19,1025,A,83,6.0NRT,293.1,29.1,D
49.978,33.514,330.5,1.2,1.1,2018-10-19,1025,A,87,6.0NRT,298.6,32.5,D
49.99,33.525,307.5,1.2,1.1,2018-10-19,1025,A,47,6.0NRT,294,5.8,D
49.987,33.509,347.9,1.2,1.1,2018-10-19,1025,A,95,6.0NRT,295.9,68,D
50.156,34.214,311.5,1.1,1,2018-10-19,1025,A,69,6.0NRT,296.3,9.4,D
49.899,32.511,307.7,1.3,1.1,2018-10-19,1025,A,66,6.0NRT,296.7,7.6,D
50.019,32.65,321.3,1.2,1.1,2018-10-19,1025,A,81,6.0NRT,292.7,22.3,D
50.318,34.005,327.4,1.1,1,2018-10-19,1025,A,85,6.0NRT,295.7,27.5,D
50.303,33.866,307.9,1.1,1.1,2018-10-19,1025,A,65,6.0NRT,296.6,6.3,D
50.456,33.811,308.1,1.1,1.1,2018-10-19,1025,A,66,6.0NRT,294.7,6.7,D
50.523,33.938,306.5,1.1,1,2018-10-19,1025,A,63,6.0NRT,295.1,5.6,D
50.521,33.923,313.4,1.1,1,2018-10-19,1025,A,73,6.0NRT,296.3,11.6,D
49.844,30.327,304.4,1.5,1.2,2018-10-19,1025,A,59,6.0NRT,280.3,13.8,D
49.84,30.307,300.6,1.6,1.2,2018-10-19,1025,A,40,6.0NRT,279.8,10.2,D
50.752,34.798,308.1,1,1,2018-10-19,1025,A,65,6.0NRT,294.9,6.5,D
50.86,34.209,304.3,1.1,1,2018-10-19,1025,A,57,6.0NRT,293.8,4.1,D
50.858,34.194,312.5,1.1,1,2018-10-19,1025,A,72,6.0NRT,294.6,10.4,D
50.956,34.67,305,1,1,2018-10-19,1025,A,59,6.0NRT,294.6,4.1,D
50.756,32.442,318.4,1.2,1.1,2018-10-19,1025,A,78,6.0NRT,284.5,20.8,D
51.127,34.059,311.8,1.1,1,2018-10-19,1025,A,10,6.0NRT,296,7.6,D
51.125,34.044,311.7,1.1,1,2018-10-19,1025,A,55,6.0NRT,295.2,7.6,D
51.119,34.014,351.6,1.1,1,2018-10-19,1025,A,96,6.0NRT,298.7,68.5,D
51.117,34,324.1,1.1,1,2018-10-19,1025,A,83,6.0NRT,297.7,19.5,D
51.128,34.011,363.7,1.1,1,2018-10-19,1025,A,100,6.0NRT,297.7,102.4,D
51.126,33.996,339.8,1.1,1,2018-10-19,1025,A,92,6.0NRT,298.4,42.8,D
51.248,34.398,307.5,1.1,1,2018-10-19,1025,A,65,6.0NRT,294.5,6.2,D
51.246,34.384,310.7,1.1,1,2018-10-19,1025,A,70,6.0NRT,294.7,8.2,D
51.094,33.266,302,1.1,1.1,2018-10-19,1025,A,46,6.0NRT,287.2,4.1,D
51.06,32.83,302.5,1.2,1.1,2018-10-19,1025,A,44,6.0NRT,290.1,4.8,D
